Game ID,Game URL,Game Recap,Game BoxScore,Game Charts,Game Play_By_Play
22500138,https://www.nba.com/game/orl-vs-cha-0022500138,https://www.nba.com/game/orl-vs-cha-0022500138?watchRecap=true,https://www.nba.com/game/orl-vs-cha-0022500138/box-score,https://www.nba.com/game/orl-vs-cha-0022500138/game-charts,https://www.nba.com/game/orl-vs-cha-0022500138/play-by-play?latest=0
22500023,https://www.nba.com/game/nyk-vs-chi-0022500023,https://www.nba.com/game/nyk-vs-chi-0022500023?watchRecap=true,https://www.nba.com/game/nyk-vs-chi-0022500023/box-score,https://www.nba.com/game/nyk-vs-chi-0022500023/game-charts,https://www.nba.com/game/nyk-vs-chi-0022500023/play-by-play?latest=0
22500024,https://www.nba.com/game/lal-vs-mem-0022500024,https://www.nba.com/game/lal-vs-mem-0022500024?watchRecap=true,https://www.nba.com/game/lal-vs-mem-0022500024/box-score,https://www.nba.com/game/lal-vs-mem-0022500024/game-charts,https://www.nba.com/game/lal-vs-mem-0022500024/play-by-play?latest=0
22500025,https://www.nba.com/game/uta-vs-phx-0022500025,https://www.nba.com/game/uta-vs-phx-0022500025?watchRecap=true,https://www.nba.com/game/uta-vs-phx-0022500025/box-score,https://www.nba.com/game/uta-vs-phx-0022500025/game-charts,https://www.nba.com/game/uta-vs-phx-0022500025/play-by-play?latest=0
22500026,https://www.nba.com/game/den-vs-por-0022500026,https://www.nba.com/game/den-vs-por-0022500026?watchRecap=true,https://www.nba.com/game/den-vs-por-0022500026/box-score,https://www.nba.com/game/den-vs-por-0022500026/game-charts,https://www.nba.com/game/den-vs-por-0022500026/play-by-play?latest=0
22500027,https://www.nba.com/game/nop-vs-lac-0022500027,https://www.nba.com/game/nop-vs-lac-0022500027?watchRecap=true,https://www.nba.com/game/nop-vs-lac-0022500027/box-score,https://www.nba.com/game/nop-vs-lac-0022500027/game-charts,https://www.nba.com/game/nop-vs-lac-0022500027/play-by-play?latest=0
22500020,https://www.nba.com/game/atl-vs-ind-0022500020,https://www.nba.com/game/atl-vs-ind-0022500020?watchRecap=true,https://www.nba.com/game/atl-vs-ind-0022500020/box-score,https://www.nba.com/game/atl-vs-ind-0022500020/game-charts,https://www.nba.com/game/atl-vs-ind-0022500020/play-by-play?latest=0
22500021,https://www.nba.com/game/bos-vs-phi-0022500021,https://www.nba.com/game/bos-vs-phi-0022500021?watchRecap=true,https://www.nba.com/game/bos-vs-phi-0022500021/box-score,https://www.nba.com/game/bos-vs-phi-0022500021/game-charts,https://www.nba.com/game/bos-vs-phi-0022500021/play-by-play?latest=0
22500022,https://www.nba.com/game/tor-vs-cle-0022500022,https://www.nba.com/game/tor-vs-cle-0022500022?watchRecap=true,https://www.nba.com/game/tor-vs-cle-0022500022/box-score,https://www.nba.com/game/tor-vs-cle-0022500022/game-charts,https://www.nba.com/game/tor-vs-cle-0022500022/play-by-play?latest=0
22500146,https://www.nba.com/game/hou-vs-bos-0022500146,https://www.nba.com/game/hou-vs-bos-0022500146?watchRecap=true,https://www.nba.com/game/hou-vs-bos-0022500146/box-score,https://www.nba.com/game/hou-vs-bos-0022500146/game-charts,https://www.nba.com/game/hou-vs-bos-0022500146/play-by-play?latest=0
22500147,https://www.nba.com/game/dal-vs-det-0022500147,https://www.nba.com/game/dal-vs-det-0022500147?watchRecap=true,https://www.nba.com/game/dal-vs-det-0022500147/box-score,https://www.nba.com/game/dal-vs-det-0022500147/game-charts,https://www.nba.com/game/dal-vs-det-0022500147/play-by-play?latest=0
22500142,https://www.nba.com/game/sac-vs-mil-0022500142,https://www.nba.com/game/sac-vs-mil-0022500142?watchRecap=true,https://www.nba.com/game/sac-vs-mil-0022500142/box-score,https://www.nba.com/game/sac-vs-mil-0022500142/game-charts,https://www.nba.com/game/sac-vs-mil-0022500142/play-by-play?latest=0
22500143,https://www.nba.com/game/min-vs-cha-0022500143,https://www.nba.com/game/min-vs-cha-0022500143?watchRecap=true,https://www.nba.com/game/min-vs-cha-0022500143/box-score,https://www.nba.com/game/min-vs-cha-0022500143/game-charts,https://www.nba.com/game/min-vs-cha-0022500143/play-by-play?latest=0
22500144,https://www.nba.com/game/gsw-vs-ind-0022500144,https://www.nba.com/game/gsw-vs-ind-0022500144?watchRecap=true,https://www.nba.com/game/gsw-vs-ind-0022500144/box-score,https://www.nba.com/game/gsw-vs-ind-0022500144/game-charts,https://www.nba.com/game/gsw-vs-ind-0022500144/play-by-play?latest=0
22500145,https://www.nba.com/game/orl-vs-was-0022500145,https://www.nba.com/game/orl-vs-was-0022500145?watchRecap=true,https://www.nba.com/game/orl-vs-was-0022500145/box-score,https://www.nba.com/game/orl-vs-was-0022500145/game-charts,https://www.nba.com/game/orl-vs-was-0022500145/play-by-play?latest=0
22500153,https://www.nba.com/game/chi-vs-nyk-0022500153,https://www.nba.com/game/chi-vs-nyk-0022500153?watchRecap=true,https://www.nba.com/game/chi-vs-nyk-0022500153/box-score,https://www.nba.com/game/chi-vs-nyk-0022500153/game-charts,https://www.nba.com/game/chi-vs-nyk-0022500153/play-by-play?latest=0
22500154,https://www.nba.com/game/sas-vs-phx-0022500154,https://www.nba.com/game/sas-vs-phx-0022500154?watchRecap=true,https://www.nba.com/game/sas-vs-phx-0022500154/box-score,https://www.nba.com/game/sas-vs-phx-0022500154/game-charts,https://www.nba.com/game/sas-vs-phx-0022500154/play-by-play?latest=0
